id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/40836581	10.2307/40836581	Ottoman State Finances in European Perspective, 1500-1914	K. Kivanç Karaman, Şevket Pamuk	The Journal of Economic History	70	3	2010-09-01T00:00:00Z	pp. 593-629	Cambridge University Press, Economic History Association	fla		The early modern era witnessed the formation across Europe of centralized states that captured increasing shares of resources as taxes. These states not only enjoyed greater capacity to deal with domestic and external challenges, they were also able to shield their economies better against wars. This article examines the Ottoman experience with fiscal centralization using recently compiled evidence from budgets. It shows that due to high shares of intermediaries, Ottoman revenues lagged behind those of other states in the seventeenth and eighteenth centuries. Ottomans responded to military defeats, however, and achieved significant increases in central revenues during the nineteenth century.	
10.2307/40865696	10.2307/40865696	THE CHANGING SHAPE OF THE MODERN BRITISH EMPIRE AND ITS HISTORIOGRAPHY	TONY BALLANTYNE	The Historical Journal	53	2	2010-06-01T00:00:00Z	pp. 429-452	Cambridge University Press	fla		This historiographical review assesses recent studies of the development of the modem Brìtish empire. It appraises works that expbre the transformation of the empire, its changing cultural pattern, and the forces that radically reshaped the empire during the twentieth century. largue that within the clear shifl towards cultural interpretations of the imperial past, three main areas of analytical concern have taken shape: the importance of information and knowledge in empire building, the centality of cultural difference within imperial social formations, and the place of imperial networh and patterns of cross-cultural exchange in the operation of the empire. The review suggests that the relationships between the economic and cultural domains of empire require close examination and that historians of empire must remain attentive to the weight and significance of pre-cobnial structures and mentalities in moulding the shape of colonial political and cultural tenains.	
10.2307/27917307	10.2307/27917307	Innovative Business Models and Varieties of Capitalism: Financialization of the U.S. Corporation	William Lazonick	The Business History Review	84	4	2010-12-01T00:00:00Z	pp. 675-702	The President and Fellows of Harvard College	fla		How does economic organization affect economic performance? This analysis of the historical transformation of the U.S. economy from the business model of the "old economy" to that of the "new economy" demonstrates that the Japanese challenge of the 1980s was an important catalyst for the shift. Anchored by the "Chandlerian" corporation, the old model delivered economic growth that was much more equitable and stable than the new one. Furthermore, the business model that underpinned the Japanese challenge represented a superior version of the old U.S. prototype. The financialization of corporate decision-making under the new paradigm has been the prime source of inequity and instability in U.S. economic performance over the past three decades. As manifested in outsized executive pay and massive stock buybacks, the financialization of the U.S. corporation threatens long-term economic growth.	
10.2307/25478839	10.2307/25478839	Digitalizing Historical Consciousness	Claudio Fogu	History and Theory	48	2	2009-05-01T00:00:00Z	pp. 103-121	Wesleyan University, Wiley	fla		What is a "historical" video game, let alone a successful one? It is difficult to answer this question because all our definitions of history have been constructed in a linear-narrative cultural context that is currently being challenged and in large part displaced by digital media, especially video games. I therefore consider this question from the point of view of historical semantics and in relation to the impact of digital technology on all aspects of the historiographical operation, from the establishment of digital archives, to the production of e-texts, to the digital remediation of visual modes of historical representation. Seen from this dual perspective, video games appear to participate in a process of spatialization and virtualization of historical semantics. In the first place, video games have begun to detach the notion of history from its double reference to the past and to the real-"what essentially happened"-that it had acquired at the end of the eighteenth century. Second, they also challenge the semiotic production of "historic events" that has characterized the construction of modern historical consciousness. Historical video games, in other words, replace representation with simulation and presence with virtuality, thereby marginalizing the oscillation of the modern historical imagination between historical facts and historic events, transcendence and immanence, representation and presence. Although digital reworkings of historical semantics have not produced any grammatical transformation of the signifier, history-nor does this essay propose one-I do argue that the impact of video games on our contemporary historic(al) culture is of paradigmatic proportions similar to those described by Reinhart Koselleck for the dawn of the modern age. Focusing on one of the most successful contemporary video games, Sid Meier's Civilization, I show how the remediation of cinematic genres by video games is pushing the processes of de-temporalization and de-referentialization of history toward the formation of a new notion of the historical that may be conceptualized as the inversion of the classic Aristotelian paradigm: history has replaced poetry and philosophy as the realm of the possible.	
10.2307/40542722	10.2307/40542722	Coloring Universal History: Robert Benjamin Lewis's "Light and Truth" (1843) and William Wells Brown's "The Black Man" (1863)	Marnie Hughes-Warrington	Journal of World History	20	1	2009-03-01T00:00:00Z	pp. 99-130	University of Hawai'i Press	fla		The idea of universal history is conventionally associated with nineteenth-century writers and the project of imperialism. This article presents an expanded définition of universal history, one that covers unified histories of the known world or universe, histories that aim to illuminate universal principles, histories of the world unified by the workings of a single mind, and histories of the world that have passed down through unbroken lines of transmission. Encompassed in the broader range of this definition are works by authors who are conventionally seen as marginalized by nineteenth-century historiography. Using the works of two African American authors—Robert Benjamin Lewis and William Wells Brown—as a case study, this article highlights the complexities and cross currents of universal history writing by those on the margins, and the importance of voluntary associations in the production and circulation of their texts.	
10.2307/20743865	10.2307/20743865	Language and Culture in a Liverpool Merchant Family Firm, 1870-1950	Gordon Boyce	The Business History Review	84	1	2010-04-01T00:00:00Z	pp. 1-26	The President and Fellows of Harvard College	fla		Ethnographic methods are applied to this investigation of the links between language and business culture found in letters exchanged in the 1880s, 1900s, 1930s, and 1940s among members of a long-lived family-owned business. The letters are contained in three sets of correspondence between three different generations of the Bates family, who were merchants, shipowners, and private bankers based in Liverpool. The aim is to develop a different perspective from which to consider communicating processes, business culture, social mobility, and the socialization of managers. The study invites consideration of the appropriateness of accepted behavioral assumptions attributed to economic actors and the significance of judgment and instinct in decision-making.	
10.2307/27694562	10.2307/27694562	On the Limits of Thomas Zeiler's Historiographical Triumphalism	Mario Del Pero	The Journal of American History	95	4	2009-03-01T00:00:00Z	pp. 1079-1082	Organization of American Historians	fla			
10.2307/40865697	10.2307/40865697	'HIGH POLITICS' AND THE 'NEW POLITICAL HISTORY'	DAVID M. CRAIG	The Historical Journal	53	2	2010-06-01T00:00:00Z	pp. 453-475	Cambridge University Press	fla		Recent claims about the convergence in methodology between 'high politics' and the 'new political history' remain unclear. The first part of this review examines two deeply entrenched misunderstandings of key works, of high politicsfrom the 1960s and 1970s, namely that they proposed elitist arguments about the 'closed' nature of the political world, and reductive arguments about the irrelevance of 'ideas' to political behaviour. The second part traces the intellectual ancestry ofMaunce Cowling's thinking about politics, and places it within an interpretative tradition of social science. The formative influences of R. G. Collingwood and Michael Oakeshott are examined, and Mark Bevir's Logic of the history of ideas is used to highlight how Cowling's approach can be aligned with 'new political history'.	
10.2307/40662817	10.2307/40662817	Suicide, Slavery, and Memory in North America	Terri L. Snyder	The Journal of American History	97	1	2010-06-01T00:00:00Z	pp. 39-62	Organization of American Historians	fla			
10.2307/40263922	10.2307/40263922	Coercion, Culture, and Contracts: Labor and Debt on Henequen Haciendas in Yucatán, Mexico, 1870-1915	Lee J. Alston, Shannan Mattiace, Tomas Nonnenmacher	The Journal of Economic History	69	1	2009-03-01T00:00:00Z	pp. 104-137	Cambridge University Press, Economic History Association	fla		The henequen boom coincided with the rule of Porfirio Diaz (1876-1911). During the boom, many Maya in Yucatan lost their rights to land and moved to henequen haciendas. As part of the implicit contract with hacendados, peons accumulated large debts at the time of marriage, most of which were never repaid. We argue that the debts bound workers to the hacienda as part of a system of paternalism and that more productive workers incurred more debt. We examine the institutional setting in which debt operated and stress the formal and informal institutional contexts within which hacendados and workers negotiated contracts.	
10.2307/40984783	10.2307/40984783	The Transfer of Patents in Imperial Germany	Carsten Burhop	The Journal of Economic History	70	4	2010-12-01T00:00:00Z	pp. 921-939	Cambridge University Press, Economic History Association	fla		We describe the transfer of patents in late-nineteenth-and early-twentiethcentury Germany using a new database containing information on 20,000 transactions. The number of transactions shows an upward trend, in total numbers and as a share of patents in force. About 8 percent of patents were transferred at least once during their existence. Many transactions involved the transfer of patents with an above-average quality from individual inventors to firms and to newly created firms. In addition, valuable patents were transferred between firms. About two-thirds of all transfers occurred during the first three years of a patents' existence.	
10.2307/25654074	10.2307/25654074	The Dynamics of Relief Spending and the Private Urban Labor Market During the New Deal	Todd C. Neumann, Price V. Fishback, Shawn Kantor	The Journal of Economic History	70	1	2010-03-01T00:00:00Z	pp. 195-220	Cambridge University Press, Economic History Association	fla		We examine the dynamic relationships between relief spending and local private labor markets using a panel data set of relief, private employment, and private earnings. Positive shocks to relief during the First New Deal were followed by increased private employment and earnings, consistent with demand stimulus in that period. On the other hand, increases in work relief spending during the Second New Deal were followed by decreased employment and increased earnings, consistent with crowding out. The timing of spending is consistent with claims that the Roosevelt administration used relief spending to sway elections.	
10.2307/40930364	10.2307/40930364	NEWSPAPERS, POLITICS, AND ELECTIONS IN COLOMBIA, 1830-1930	EDUARDO POSADA-CARBÓ	The Historical Journal	53	4	2010-12-01T00:00:00Z	pp. 939-962	Cambridge University Press	fla		This article examines the major role that newspapers played in Colombia, as central components of its political system, between 1830 and igjo. After some introductory remarks, the first section offers a general characterization of the Colombian press during the period, underlining its volatile existence, its national significance despite limited readership levels, and its overwhelming political nature in the of partisan editors. second section analyses the political role of the press, by focusing on the crucial electoral functions performed by newspapers in launching candidates and providing them with platforms, serving as party organs, and measuring the amount of public support for candidates and parties. The article also explores the extent to which the press played a wider democratic role in supporting the suffrage, in instructing voters about rights and duties, and, by doing so, informing an enduring sense of citizenship.	
10.2307/40864896	10.2307/40864896	Narrative Dispossession: Tibet and the Gendered Logics of Historical Possibility	CAROLE MCGRANAHAN	Comparative Studies in Society and History	52	4	2010-10-01T00:00:00Z	pp. 768-797	Cambridge University Press	fla			
10.2307/40836583	10.2307/40836583	Riding the Wave of Trade: The Rise of Labor Regulation in the Golden Age of Globalization	Michael Huberman, Christopher M. Meissner	The Journal of Economic History	70	3	2010-09-01T00:00:00Z	pp. 657-685	Cambridge University Press, Economic History Association	fla		The received view pins the adoption of labor regulation before 1914 on domestic forces. Using directed dyad-year event history analysis, we find that trade was also a pathway of diffusion. Market access served as an important instrument to encourage the diffusion of labor regulation. The type of trade mattered as much as the volume. In the European core, states emulated the labor regulation of partners because intra-industry trade was important. The New World exported less differentiated products and pressures to imitate were weak.	
10.2307/25799396	10.2307/25799396	Uncomplicated Technologies and Erstwhile Aids: How PowerPoint, the Internet, and Political Cartoons can Elicit Engagement and Challenge Thinking in New Ways	J. H. Bickford III	The History Teacher	44	1	2010-11-01T00:00:00Z	pp. 51-66	Society for History Education	fla			
10.2307/40836697	10.2307/40836697	Summaries of Doctoral Dissertations: Feeding the Brethren: Grain Provisioning of Norwich Cathedral Priory, c. 1280-1370	Philip Slavin	The Journal of Economic History	70	2	2010-06-01T00:00:00Z	pp. 446-450	Cambridge University Press, Economic History Association	fla			
10.2307/40930369	10.2307/40930369	THE LIMITS OF POSSIBILITY IN ENGLAND'S LONG REFORMATION	LUCY BATES	The Historical Journal	53	4	2010-12-01T00:00:00Z	pp. 1049-1070	Cambridge University Press	fla		Interpretations that solely emphasize either continuity or controversy are found wanting. Historians still question how the English became Protestant, what sort of Protestants they were, and why a civil war dominated by religion occurred over a hundred years after the initial Reformation crisis. They utilize many approaches : from above and below, and with fresh perspectives, from within and without. Yet the precise nature of the relationship of the Reformation, the civil war, the interregnum and the Restoration settlement remains controversial. This review of recent Reformation historiography largely validates the current consensus of a balance of continuity and change, pressure for further reform and begrudging conformity. Yet ultimately it argues that continuity must form thefoundationfor any interpretation of the Reformation, for controversial or dramatic alterations to the status quo only made sense to contemporaries in the context of what had come before. Challenging ideas, like challenging individuals, did not exist in a vacuum devoid of historical context. The practical limits of possibility, constrained largely by the established norms and procedures, shaped the course of English Reformation. As such, practicality seems a unifying and central theme for current and future investigations of England's long Reformation.	
10.2307/40783312	10.2307/40783312	<b>PATTERNS OF PERSECUTION: 'WITCHCRAFT' TRIALS IN CLASSICAL ATHENS</b>	Esther Eidinow	Past & Present		208	2010-08-01T00:00:00Z	pp. 9-35	Oxford University Press, The Past and Present Society	fla			
10.2307/40836579	10.2307/40836579	National Leadership and Competing Technological Paradigms: The Globalization of Cotton Spinning, 1878-1933	Gary R. Saxonhouse, Gavin Wright	The Journal of Economic History	70	3	2010-09-01T00:00:00Z	pp. 535-566	Cambridge University Press, Economic History Association	fla		Using the records of British firms that supplied nearly 90 percent of world trade in cotton spinning machinery, we track the evolution and diffusion of spinning technology over more than 50 years. In contrast to scenarios in which modern technologies supplant older methods, we observe two paradigms in competitive coexistence, each one supporting ongoing productivity growth through complementary improvements in machinery, organization, and workforce skills. International productivity differences were magnified under the skill-based mule, British spinners being the world's best. Global diffusion of ring spinning was driven by advances in fiber control, a "directed" technological response to the expansion of world trade.	
10.2307/40836585	10.2307/40836585	Domestic Trade and Market Size in Late-Eighteenth-Century France	Guillaume Daudin	The Journal of Economic History	70	3	2010-09-01T00:00:00Z	pp. 716-743	Cambridge University Press, Economic History Association	fla		This article tests whether smaller domestic markets can explain why France industrialized more slowly than Britain. To do so, it uses the Tableaux du Maximum. It begins by presenting this source and then checks if the data from the source are plausible using a logit theoretical gravity equation. The results of this gravity equation are then employed to compute the expected market size of specific supply centers. Even if differences in real, nominal, and disposable income are taken into account, some French supply centers had access to domestic markets that were larger than the whole of Britain.	
10.2307/40836696	10.2307/40836696	Race, Literacy, and Real Estate Transactions in the Postbellum South	Neil Canaday, Charles Reback	The Journal of Economic History	70	2	2010-06-01T00:00:00Z	pp. 428-445	Cambridge University Press, Economic History Association	fla		This article examines barriers that impeded the accumulation of land by African Americans in the postbellum South with a new data set of real estate transactions from 1880 Tennessee. We find that rates of purchase by African Americans differed little between plantation and non-plantation regions. We also find that parcels sold in plantation regions were relatively small, suggesting that African American accumulation of land was not hindered by plantation owners refusing to subdivide their properties. Additionally, we find blacks paid more than whites per acre of quality-constant land, although literacy at least partially mitigated the racial price discrimination.	
10.2307/40864496	10.2307/40864496	EXPERIENTIALITY AND "NARRATIVE REFERENCE," WITH THANKS TO THUCYDIDES	JONAS GRETHLEIN	History and Theory	49	3	2010-10-01T00:00:00Z	pp. 315-335	Wesleyan University, Wiley	fla		Lately, the concept of experience, which postmodernist theoreticians declared dead, has seen renaissance. The immediacy of experience seems to offer the possibility of reaching beyond linguistic discourses. In their attempt to overcome the "linguistic turn," scholars such as Ankersmit, Gumbrecht, and Runia pit experience against narrative. This paper takes up the recent interest in experience, but argues against the opposition to narrative into which experience tends to be cast. The relation between experience and narrative is more complex than is widely assumed. Besides representing and giving shape to experience, narratives are received in the form of a (reception) experience. Through their temporal structure, narratives are crucial to letting us re-experience the past as well as to representing the experiences of historical agents. This potential of narrative is nicely illustrated by Thucydides' History of the Peloponnesian War in which "side-shadowing" devices restore history's experientiality. Through "side-shadowing," narrative can challenge the tendency toward teleologies inherent in merely retrospective histories and can re-create the openness intrinsic to the past when it still was a present. However, the "side-shadowing" devices used by Thucydides are fictional. To conceptualize the price and gain of "side-shadowing" in historiography, the paper advances the concept of a "narrative reference" (a concept analogous to Ricoeur's "metaphorical reference"). Introspection, speeches, and other "side-shadowing" devices sacrifice truth in a positivist sense, but permit a second-level reference, namely to history's experientiality. In a final step, the paper turns toward modern historians—most of whom are reluctant to use the means of fiction—to briefly survey their attempts at restoring the openness of the past.	
10.2307/40864901	10.2307/40864901	The Noble American Science of Imperial Relations and Its Laws of Race Development	ROBERT VITALIS	Comparative Studies in Society and History	52	4	2010-10-01T00:00:00Z	pp. 909-938	Cambridge University Press	fla			
10.2307/40929870	10.2307/40929870	The allocation of merchant capital in early Tudor London	JOHN OLDLAND	The Economic History Review	63	4	2010-11-01T00:00:00Z	pp. 1058-1080	Economic History Society, Wiley	fla		This article is a discussion of the allocation of merchants' capital in early Tudor London among household furnishings, business inventories, debts, orphans' estates, landed property, and other forms of income. Previously, historians had to rely on either goods or income summary assessments in the enrolled subsidy returns to estimate wealth. These newly discovered valuations for 1535 provide quantitative evidence for the enormous importance of credit in trade, and show that merchants, as soon as they could, invested much of their wealth in property.	
10.2307/27771618	10.2307/27771618	Urban population in late medieval England: the evidence of the lay subsidies	STEPHEN H. RIGBY	The Economic History Review	63	2	2010-05-01T00:00:00Z	pp. 393-417	Economic History Society, Wiley	fla		Was there a growth in the proportion of the population living in England's towns in the later middle ages? Uncertainty about national population trends and about the taxation multipliers needed to arrive at population totals has made it difficult to answer this question. A direct comparison of the proportion of taxpayers that was urban in 1377 and 1524 suggests that the urban share of population was static or may even have declined in this period. However, such decline provides no simple index of urban prosperity or decay: a decline in urbanization could be the product of rural buoyancy rather than of urban recession.	
10.2307/40802108	10.2307/40802108	REGIME CHANGE: GENDER, CLASS, AND THE INVENTION OF DIETING IN POST-BELLUM AMERICA	Katharina Vester	Journal of Social History	44	1	2010-10-01T00:00:00Z	pp. 39-70	Oxford University Press	fla		"Regime Change" argues against commonly held interpretations that see dieting as a practice established in the 1920s to control women at a time when they gained suffrage and greater economic independence. This article offers an alternative reading, arguing that diet advice literature arrived in the US in the 1860s and originally targeted a male, white, middle-class audience. While the hegemonic beauty ideal for the female body was at its heftiest, men started to build muscle and reduce weight. The ideal of the slender male body was associated with white superiority, social mobility and the national ambition for an American empire. When white middle-class women eventually started dieting in greater numbers in the 1890s, it was because they claimed the same mastery over their bodies as men— and demanded the same privileges as their male peers over immigrants, African Americans and working-class people, who were increasingly imagined as overweight. Revising the history of dieting to show its origins as a masculine practice appropriated by women to stake a claim to class and race privilege invites a rethinking of power and resistance in the disciplining of the female body.	
10.2307/40543294	10.2307/40543294	Escaping Myopia: Teaching Students about Historical Causality	Scott M. Waring	The History Teacher	43	2	2010-02-01T00:00:00Z	pp. 283-288	Society for History Education	fla			
10.2307/25740778	10.2307/25740778	If You Require It, Will They Learn from It? Student Perceptions of an Independent Research Project	Jerusha O. Conner	The History Teacher	43	4	2010-08-01T00:00:00Z	pp. 585-594	Society for History Education	fla			
10.2307/40264193	10.2307/40264193	Presbyterian Religion, Historiography, and Ulster Scots Identity, c. 1800 to 1914	Andrew R. Holmes	The Historical Journal	52	3	2009-09-01T00:00:00Z	pp. 615-640	Cambridge University Press	fla		The links between Presbyterians in Scothnd and the north of Ireland are obvious but have been largely ignored by historians of the nineteenth century. This article addresses this gap by showing how Ulster Presbyterians considered their relationship with their Scottish co-religionists and how they used the interplay of religious and ethnic considerations this entailed to articulate an Ulster Scots identity. For Presbyterians in Ireland, their Scottish origins and identity represented a collection of ideas that could be deployed at certain times for specific reasons – theological orthodoxy, civil and religious liberty, and certain character traits such as hard work, courage, and soberness. Ideas about the Scottish identity of Presbyterianism were reawakened for a more general audience in the first half of the nineteenth century, during the campaign for religious reform and revival within the Irish church, and were expressed through a distinctive denominational historiography inaugurated by James Seaton Reid. The formulation of a coherent narrative of Presbyterian religion and the improvement of Ulster laid the religious foundations of a distinct Ulster Scots identity and its utilization by unionist opponents of Home Rule between 1885 and 1914.	
10.2307/40542802	10.2307/40542802	Pliny's Natural History and the Flavian Templum Pacis: Botanical Imperialism in First-Century C. E. Rome	Elizabeth Ann Pollard	Journal of World History	20	3	2009-09-01T00:00:00Z	pp. 309-338	University of Hawai'i Press	fla		The gardens in the first-century C. E. Flavian Templum Pacis are best understood as formal colonial botanical gardens populated with exotic flora of the type catalogued by Pliny in his Natural History. These gardens, along with the spice market (Horrea Piperataria) located next to the Templum Pacis on the Sacred Way in the center of Rome, were monumental statements of imperial power over the world as the Romans knew it. Both the transplantation to and the sacred offering within the Templum Pacis of botanicals that Romans acquired through conquest in the east and long-distance trade with India were ways to assert ideological and economic power within the Indo-Mediterranean network of exchange.	
10.2307/40538573	10.2307/40538573	Alexander Hamilton, Central Banker: Crisis Management during the U.S. Financial Panic of 1792	Richard Sylla, Robert E. Wright, David J. Cowen	The Business History Review	83	1	2009-04-01T00:00:00Z	pp. 61-86	The President and Fellows of Harvard College	fla		Most scholars know little about the panic of 1792, America's first financial market crash, during which securities prices dropped nearly 25 percent in two weeks. Treasury Secretary Alexander Hamilton adroitly intervened to stem the crisis, minimizing its effect on the nascent nation's fragile economic and political systems. U.S. policymakers soon forgot the crisismanagement techniques Hamilton invented but failed to codify. Many of them were later rediscovered and became theoretical and practical standards of modern central-bank crisis management. Hamilton, for example, formulated and implemented "Bagehot's rules" for central-bank crisis management eight decades before Walter Bagehot wrote about them in Lombard Street.	
10.2307/20685431	10.2307/20685431	PRACTICING SECTARIANISM IN MANDATE LEBANON: SHI           <sup>C</sup>           I CEMETERIES, RELIGIOUS PATRIMONY, AND THE EVERYDAY POLITICS OF DIFFERENCE	Max Weiss	Journal of Social History	43	3	2010-04-01T00:00:00Z	pp. 707-733	Oxford University Press	fla		Shici sectarianism in Lebanon first became institutionalized during the period of French Mandate rule, exemplified by the newly created Jacfari sharica court. Initially empowered to adjudicate matters of personal status law, the court also played an influential role beyond its walls. This article examines practical expressions of Shici sectarianism that manifested in a number of disputes over the ownership, administration, and protection of Shici cemeteries and other kinds of waqf (charitable endowment) property in Beirut and South Lebanon. Even as French Mandate colonialism and local elite interests encouraged the development of certain sectarian norms, the politics of cemetery protection illustrates the extent to which ordinary people, religious authorities, and rural leaderships could appropriate the language of sectarianism as their own. Even as the cemetery became one site where struggles over space, communal autonomy, and sectarian rights were waged, sectarian difference would increasingly come to represent a unique hallmark of national inclusion.	
10.2307/40864499	10.2307/40864499	NORBERT ELIAS, THE CIVILIZING PROCESS: SOCIOGENETIC AND PSYCHOGENETIC INVESTIGATIONS—AN OVERVIEW AND ASSESSMENT	ANDREW LINKLATER, STEPHEN MENNELL	History and Theory	49	3	2010-10-01T00:00:00Z	pp. 384-411	Wesleyan University, Wiley	fla		Norbert Elias's The Civilizing Process, which was published in German in 1939 and first translated into English in two volumes in 1978 and 1982, is now widely regarded as one of the great works of twentieth-century sociology. This work attempted to explain how Europeans came to think of themselves as more "civilized" than their forebears and neighboring societies. By analyzing books about manners that had been published between the thirteenth and eighteenth centuries, Elias observed changing conceptions of shame and embarrassment with respect to, among other things, bodily propriety and violence. To explain those developments, Elias examined the interplay among the rise of state monopolies of power, increasing levels of economic interconnectedness among people, and pressures to become attuned to others over greater distances that led to advances in identifying with others in the same society irrespective of social origins. Elias's analysis of the civilizing process was not confined, however, to explaining changing social bonds within separate societies. The investigation also focused on the division of Europe into sovereign states that were embroiled in struggles for power and security. This article provides an overview and analysis of Elias's principal claims in the light of growing interest in this seminal work in sociology. The analysis shows how Elias defended higher levels of synthesis in the social sciences to explain relations between "domestic" and "international" developments, and changes in social structure and in the emotional lives of modern people. Elias's investigation, which explained long-term processes of development over several centuries, pointed to the limitations of inquiries that concentrate on short-term intervals. Only by placing short-term trends in long-term perspective could sociologists understand contemporary developments. This article maintains that Elias's analysis of the civilizing process remains an exemplary study of long-term developments in Western societies over the last five centuries.	
10.2307/20685547	10.2307/20685547	"Working the Waves": The Plebeian Culture and Moral Economy of Traditional Basque Fishing Brotherhoods	Andreas Hess	The Journal of Interdisciplinary History	40	4	2010-04-01T00:00:00Z	pp. 551-578	The MIT Press	fla		Although by the twentieth century, industrial-capitalist fishing methods were already disrupting the Basque fishing brotherhoods (cofradías), the collective voice of the fishermen and their communities, artisanal fishing, and the traditional customs surrounding it managed to survive for a few more decades. At the beginning of the twenty-first century, however, the future for local Basque fishermen looks bleak. Due to factors beyond their control, the brotherhoods, which for a long time guaranteed both an ecological balance in the sea and common wealth among the fishermen, have become totally defunct.	
10.2307/40263544	10.2307/40263544	Vive la Difference? Intergenerational Mobility in France and the United States during the Nineteenth and Twentieth Centuries	Jérôme Bourdieu, Joseph P. Ferrie, Lionel Kesztenbaum	The Journal of Interdisciplinary History	39	4	2009-04-01T00:00:00Z	pp. 523-557	The MIT Press	fla		Although rates of intergenerational mobility are the same in the United States and Europe today, attitudes toward redistribution, which should reflect those ratesat least in partdiffer substantially. An examination of the differences in mobility between the United States and France since the middle of the nineteenth century, based on data for both countries that permit a comparison between the socioeconomic status of fathers and that of sons throughout a period of thirty years, demonstrates that the United States was a considerably more mobile economy in the past, though such differences are far from apparent today.	
10.2307/27694733	10.2307/27694733	Gray Matters: Social Scientists, Military Patronage, and Democracy in the Cold War	Joy Rohde	The Journal of American History	96	1	2009-06-01T00:00:00Z	pp. 99-122	Organization of American Historians	fla			
10.2307/25622302	10.2307/25622302	Turning and Turning in the Widening Gyre	Catherine Clinton	The Journal of American History	96	2	2009-09-01T00:00:00Z	pp. 447-450	Organization of American Historians	fla			
10.2307/20743868	10.2307/20743868	Mintzberg's Emergent and Deliberate Strategies: Tracking Alcan's Activities in Europe, 1928-2007	Matthias Kipping, Ludovic Cailluet	The Business History Review	84	1	2010-04-01T00:00:00Z	pp. 79-104	The President and Fellows of Harvard College	fla		The management scholar Henry Mintzberg has situated company strategies on a continuum that ranges from those that are the result of deliberate internal decisions, on one extreme, to those that emerge largely as a response to external forces, on the other. This framework is applied to the strategies of the Canadian aluminum producer Alcan, in Europe, from its origins as a spin-off from Alcoa, in 1928, until its acquisition by Rio Tinto, in 2007. Throughout this period, the company gradually moved from emergent to more deliberate strategies, although external forces continued to influence its decisions. The increasing centralization of Alcan's organizational structure paralleled its shift toward reliance on deliberate strategies.	
10.2307/25654028	10.2307/25654028	Capital Formation in Machinery in Latin America, 1890–1930	Xavier Tafunell	The Journal of Economic History	69	4	2009-12-01T00:00:00Z	pp. 928-950	Cambridge University Press, Economic History Association	fla		Investment in machinery is a key component in the analysis of long-term economic growth during the spread of industrialization. This article offers consistent annual series on the magnitude of machinery imports per capita into all Latin American countries for the period 1890–1930. Analysis of these series shows that machinery imports diverged across countries from 1890 through 1913. After 1913 a number of the more backward countries experienced rapid growth in machinery imports. These large differences in machinery investment contributed to unequal development across the Latin American countries.	
10.2307/25621438	10.2307/25621438	"Black Skin and Blood": Documentary Photography and Santu Mofokeng's Critique of the Visualization of Apartheid South Africa	David Campbell	History and Theory	48	4	2009-12-01T00:00:00Z	pp. 52-58	Wesleyan University, Wiley	fla		This paper responds to Patricia Hayes's insightful readings of Santu Mofokeng's photographic work in South Africa. The paper operates from the premise that photography is a technology of visualization that both draws on and establishes a visual economy through which events and issues are materialized in particular ways. This allows the paper to pose questions and develop understandings about Mofokeng's work in terms of the way certain factors coalesced to enable a particular representation of black South Africans in the global image economy. Central to this is the role of assumptions about exposure and visibility in relation to violence, assumptions that Mofokeng's work, as a critique of conventional documentary work, explicitly contests. In exploring the invisibility of everyday life, Mofokeng expands notions of documentary photography and photojournalism. This paper demonstrates this point by connecting Mofokeng's work to a contemporary controversy in European photojournalism to highlight how a more complex understanding of documentary photography is necessary.	
10.2307/27696524	10.2307/27696524	Journalists and Police Detectives in Victorian and Edwardian England: An Uneasy Reciprocal Relationship	Haia Shpayer-Makov	Journal of Social History	42	4	2009-07-01T00:00:00Z	pp. 963-987	Oxford University Press	fla		Although journalism and detection are supposedly distinct vocations, on closer examination they have much in common and possess many points of contact. Both fields had existed prior to the nineteenth century, but only then did they expand significantly and develop professional credentials and public standing. The two occupations evolved in parallel and, moreover, were instrumental to each other in the performance of tasks and the elevations of their status. However, the links between them were also marked by tension and conflict. The paper explores the complex interplay between them in their formative period during the latter nineteenth and early twentieth centuries.	
10.2307/25654034	10.2307/25654034	The Massachusetts Paper Money of 1690	Dror Goldberg	The Journal of Economic History	69	4	2009-12-01T00:00:00Z	pp. 1092-1106	Cambridge University Press, Economic History Association	fla		Modern currency originates in the inconvertible, legal tender paper money that Massachusetts devised in 1690. The circumstances that led to its creation are more complex than the typical story of wartime specie shortage. Due to temporary political constraints of that turbulent period, the currency could be neither backed by land nor imposed on anyone, as was then standard. Instead, it had to be disguised from England as a simple, private-seeming IOU. By pleasing both its pay-demanding troops and England, the government maximized its probability of survival subject to the constraints.	
10.2307/40929864	10.2307/40929864	Occupational classification in the South African census before ISCO-58	A. J. CHRISTOPHER	The Economic History Review	63	4	2010-11-01T00:00:00Z	pp. 891-914	Economic History Society, Wiley	fla		The population census is one of the major statistics gathering exercises undertaken by the state, when information on a wide range of personal attributes is demanded. None is more problematic than occupation, which, for clarity, requires the subsequent simplification and classification of the myriad of self-descriptions collected. Nowhere is this more evident than in South Africa before 1958. Conflict between British imperial directives and local peculiarities, notably the issue of race, resulted in the adoption of widely fluctuating classification schemes. Consequently, direct comparisons between the published occupational statistics of successive enumerations are highly problematic, if not impossible.	
